,V1
4128,TC06001405.hg.1  
4129,TC06001407.hg.1  
4130,TC06001408.hg.1  
4131,TC06001409.hg.1  
4132,TC06001412.hg.1  
4133,TC06001413.hg.1  
4134,TC06001415.hg.1  
4135,TC06001416.hg.1  
4136,TC06001417.hg.1  
4137,TC06001419.hg.1  
4138,TC06001420.hg.1  
4139,TC06001426.hg.1  
4140,TC06001432.hg.1  
4141,TC06001433.hg.1  
4142,TC06001437.hg.1  
4143,TC06001439.hg.1  
4144,TC06001441.hg.1  
4145,TC06001442.hg.1  
4146,TC06001443.hg.1  
4147,TC06001445.hg.1  
4148,TC06001446.hg.1  
4149,TC06001447.hg.1  
4150,TC06001451.hg.1  
4151,TC06001452.hg.1  
4152,TC06001454.hg.1  
4153,TC06001456.hg.1  
4154,TC06001458.hg.1  
4155,TC06001461.hg.1  
4156,TC06001463.hg.1  
4157,TC06001464.hg.1  
4158,TC06001466.hg.1  
4159,TC06001467.hg.1  
4160,TC06001470.hg.1  
4161,TC06001472.hg.1  
4162,TC06001475.hg.1  
4163,TC06001476.hg.1  
4164,TC06001488.hg.1  
4165,TC06001493.hg.1  
4166,TC06001502.hg.1  
4167,TC06001506.hg.1  
4168,TC06001507.hg.1  
4169,TC06001511.hg.1  
4170,TC06001523.hg.1  
4171,TC06001535.hg.1  
4172,TC06001545.hg.1  
4173,TC06001546.hg.1  
4174,TC06001549.hg.1  
4175,TC06001550.hg.1  
4176,TC06001551.hg.1  
4177,TC06001553.hg.1  
4178,TC06001561.hg.1  
4179,TC06001570.hg.1  
4180,TC06001574.hg.1  
4181,TC06001586.hg.1  
4182,TC06001595.hg.1  
4183,TC06001598.hg.1  
4184,TC06001611.hg.1  
4185,TC06001626.hg.1  
4186,TC06001628.hg.1  
4187,TC06001631.hg.1  
4188,TC06001635.hg.1  
4189,TC06001638.hg.1  
4190,TC06001639.hg.1  
4191,TC06001642.hg.1  
4192,TC06001644.hg.1  
4193,TC06001645.hg.1  
4194,TC06001646.hg.1  
4195,TC06001652.hg.1  
4196,TC06001654.hg.1  
4197,TC06001655.hg.1  
4198,TC06001658.hg.1  
4199,TC06001659.hg.1  
4200,TC06001660.hg.1  
4201,TC06001668.hg.1  
4202,TC06001675.hg.1  
4203,TC06001682.hg.1  
4204,TC06001685.hg.1  
4205,TC06001688.hg.1  
4206,TC06001689.hg.1  
4207,TC06001690.hg.1  
4208,TC06001692.hg.1  
4209,TC06001697.hg.1  
4210,TC06001706.hg.1  
4211,TC06001707.hg.1  
4212,TC06001720.hg.1  
4213,TC06001725.hg.1  
4214,TC06001727.hg.1  
4215,TC06001728.hg.1  
4216,TC06001729.hg.1  
4217,TC06001731.hg.1  
4218,TC06001732.hg.1  
4219,TC06001736.hg.1  
4220,TC06001741.hg.1  
4221,TC06001742.hg.1  
4222,TC06001745.hg.1  
4223,TC06001755.hg.1  
4224,TC06001758.hg.1  
4225,TC06001760.hg.1  
4226,TC06001777.hg.1  
4227,TC06001782.hg.1  
4228,TC06001795.hg.1  
4229,TC06001799.hg.1  
4230,TC06001800.hg.1  
4231,TC06001807.hg.1  
4232,TC06001813.hg.1  
4233,TC06001819.hg.1  
4234,TC06001823.hg.1  
4235,TC06001824.hg.1  
4236,TC06001825.hg.1  
4237,TC06001828.hg.1  
4238,TC06001833.hg.1  
4239,TC06001835.hg.1  
4240,TC06001837.hg.1  
4241,TC06001838.hg.1  
4242,TC06001839.hg.1  
4243,TC06001847.hg.1  
4244,TC06001854.hg.1  
4245,TC06001869.hg.1  
4246,TC06001871.hg.1  
4247,TC06001873.hg.1  
4248,TC06001876.hg.1  
4249,TC06001879.hg.1  
4250,TC06001884.hg.1  
4251,TC06001895.hg.1  
4252,TC06001899.hg.1  
4253,TC06001902.hg.1  
4254,TC06001903.hg.1  
4255,TC06001910.hg.1  
4256,TC06001913.hg.1  
4257,TC06001916.hg.1  
4258,TC06001921.hg.1  
4259,TC06001929.hg.1  
4260,TC06001941.hg.1  
4261,TC06001944.hg.1  
4262,TC06001946.hg.1  
4263,TC06001956.hg.1  
4264,TC06001962.hg.1  
4265,TC06001963.hg.1  
4266,TC06001970.hg.1  
4267,TC06001972.hg.1  
4268,TC06001980.hg.1  
4269,TC06001982.hg.1  
4270,TC06001987.hg.1  
4271,TC06001993.hg.1  
4272,TC06001994.hg.1  
4273,TC06001997.hg.1  
4274,TC06002002.hg.1  
4275,TC06002003.hg.1  
4276,TC06002017.hg.1  
4277,TC06002020.hg.1  
4278,TC06002022.hg.1  
4279,TC06002030.hg.1  
4280,TC06002036.hg.1  
4281,TC06002043.hg.1  
4282,TC06002046.hg.1  
4283,TC06002050.hg.1  
4284,TC06002052.hg.1  
4285,TC06002058.hg.1  
4286,TC06002062.hg.1  
4287,TC06002066.hg.1  
4288,TC06002071.hg.1  
4289,TC06002079.hg.1  
4290,TC06002082.hg.1  
4291,TC06002092.hg.1  
4292,TC06002096.hg.1  
4293,TC06002106.hg.1  
4294,TC06002112.hg.1  
4295,TC06002125.hg.1  
4296,TC06002126.hg.1  
4297,TC06002133.hg.1  
4298,TC06002143.hg.1  
4299,TC06002144.hg.1  
4300,TC06002149.hg.1  
4301,TC06002152.hg.1  
4302,TC06002161.hg.1  
4303,TC06002162.hg.1  
4304,TC06002164.hg.1  
4305,TC06002168.hg.1  
4306,TC06002181.hg.1  
4307,TC06002186.hg.1  
4308,TC06002189.hg.1  
4309,TC06002207.hg.1  
4310,TC06002210.hg.1  
4311,TC06002213.hg.1  
4312,TC06002214.hg.1  
4313,TC06002215.hg.1  
4314,TC06002217.hg.1  
4315,TC06002222.hg.1  
4316,TC06002223.hg.1  
4317,TC06002235.hg.1  
4318,TC06002236.hg.1  
4319,TC06002240.hg.1  
4320,TC06002241.hg.1  
4321,TC06002242.hg.1  
4322,TC06002263.hg.1  
4323,TC06002265.hg.1  
4324,TC06002277.hg.1  
4325,TC06002281.hg.1  
4326,TC06002286.hg.1  
4327,TC06002305.hg.1  
4328,TC06002309.hg.1  
4329,TC06002322.hg.1  
4330,TC06002333.hg.1  
4331,TC06002342.hg.1  
4332,TC06002345.hg.1  
4333,TC06002360.hg.1  
4334,TC06002403.hg.1  
4335,TC06002428.hg.1  
4336,TC06002440.hg.1  
4337,TC06002448.hg.1  
4338,TC06002450.hg.1  
4339,TC06002455.hg.1  
4340,TC06002456.hg.1  
4341,TC06002464.hg.1  
4342,TC06002467.hg.1  
4343,TC06002471.hg.1  
4344,TC06002497.hg.1  
4345,TC06002500.hg.1  
4346,TC06002527.hg.1  
4347,TC06002544.hg.1  
4348,TC06002553.hg.1  
4349,TC06002562.hg.1  
4350,TC06002563.hg.1  
4351,TC06002565.hg.1  
4352,TC06002580.hg.1  
4353,TC06002589.hg.1  
4354,TC06002615.hg.1  
4355,TC06002625.hg.1  
4356,TC06002626.hg.1  
4357,TC06002630.hg.1  
4358,TC06002631.hg.1  
4359,TC06002642.hg.1  
4360,TC06002645.hg.1  
4361,TC06002650.hg.1  
4362,TC06002663.hg.1  
4363,TC06002666.hg.1  
4364,TC06002667.hg.1  
4365,TC06002671.hg.1  
4366,TC06002676.hg.1  
4367,TC06002699.hg.1  
4368,TC06002708.hg.1  
4369,TC06002717.hg.1  
4370,TC06002723.hg.1  
4371,TC06002724.hg.1  
4372,TC06002732.hg.1  
4373,TC06002734.hg.1  
4374,TC06002739.hg.1  
4375,TC06002744.hg.1  
4376,TC06002746.hg.1  
4377,TC06002747.hg.1  
4378,TC06002752.hg.1  
4379,TC06002757.hg.1  
4380,TC06002762.hg.1  
4381,TC06002765.hg.1  
4382,TC06002788.hg.1  
4383,TC06002792.hg.1  
4384,TC06002793.hg.1  
4385,TC06002794.hg.1  
4386,TC06002795.hg.1  
4387,TC06002796.hg.1  
4388,TC06002818.hg.1  
4389,TC06002829.hg.1  
4390,TC06002830.hg.1  
4391,TC06002831.hg.1  
4392,TC06002832.hg.1  
4393,TC06002847.hg.1  
4394,TC06002848.hg.1  
4395,TC06002863.hg.1  
4396,TC06002872.hg.1  
4397,TC06002940.hg.1  
4398,TC06002971.hg.1  
4399,TC06002977.hg.1  
4400,TC06002980.hg.1  
4401,TC06002981.hg.1  
4402,TC06002982.hg.1  
4403,TC06002990.hg.1  
4404,TC06002991.hg.1  
4405,TC06002992.hg.1  
4406,TC06002993.hg.1  
4407,TC06003006.hg.1  
4408,TC06003023.hg.1  
4409,TC06003026.hg.1  
4410,TC06003035.hg.1  
4411,TC06003040.hg.1  
4412,TC06003042.hg.1  
4413,TC06003064.hg.1  
4414,TC06003067.hg.1  
4415,TC06003069.hg.1  
4416,TC06003070.hg.1  
4417,TC06003073.hg.1  
4418,TC06003084.hg.1  
4419,TC06003109.hg.1  
4420,TC06003117.hg.1  
4421,TC06003118.hg.1  
4422,TC06003131.hg.1  
4423,TC06003132.hg.1  
4424,TC06003133.hg.1  
4425,TC06003134.hg.1  
4426,TC06003140.hg.1  
4427,TC06003141.hg.1  
4428,TC06003166.hg.1  
4429,TC06003169.hg.1  
4430,TC06003203.hg.1  
4431,TC06003216.hg.1  
4432,TC06003226.hg.1  
4433,TC06003229.hg.1  
4434,TC06003230.hg.1  
4435,TC06003233.hg.1  
4436,TC06003239.hg.1  
4437,TC06003246.hg.1  
4438,TC06003249.hg.1  
4439,TC06003252.hg.1  
4440,TC06003257.hg.1  
4441,TC06003292.hg.1  
4442,TC06003315.hg.1  
4443,TC06003325.hg.1  
4444,TC06003342.hg.1  
4445,TC06003343.hg.1  
4446,TC06003352.hg.1  
4447,TC06003358.hg.1  
4448,TC06003360.hg.1  
4449,TC06003363.hg.1  
4450,TC06003372.hg.1  
4451,TC06003378.hg.1  
4452,TC06003411.hg.1  
4453,TC06003424.hg.1  
4454,TC06003444.hg.1  
4455,TC06003448.hg.1  
4456,TC06003472.hg.1  
4457,TC06003476.hg.1  
4458,TC06003478.hg.1  
4459,TC06003492.hg.1  
4460,TC06003507.hg.1  
4461,TC06003526.hg.1  
4462,TC06003537.hg.1  
4463,TC06003543.hg.1  
4464,TC06003557.hg.1  
4465,TC06003569.hg.1  
4466,TC06003570.hg.1  
4467,TC06003576.hg.1  
4468,TC06003578.hg.1  
4469,TC06003579.hg.1  
4470,TC06003595.hg.1  
4471,TC06003597.hg.1  
4472,TC06003601.hg.1  
4473,TC06003603.hg.1  
4474,TC06003604.hg.1  
4475,TC06003607.hg.1  
4476,TC06003611.hg.1  
4477,TC06003612.hg.1  
4478,TC06003617.hg.1  
4479,TC06003635.hg.1  
4480,TC06003648.hg.1  
4481,TC06003649.hg.1  
4482,TC06003660.hg.1  
4483,TC06003661.hg.1  
4484,TC06003677.hg.1  
4485,TC06003678.hg.1  
4486,TC06003682.hg.1  
4487,TC06003692.hg.1  
4488,TC06003695.hg.1  
4489,TC06003701.hg.1  
4490,TC06003702.hg.1  
4491,TC06003704.hg.1  
4492,TC06003710.hg.1  
4493,TC06003715.hg.1  
4494,TC06003721.hg.1  
4495,TC06003728.hg.1  
4496,TC06003739.hg.1  
4497,TC06003747.hg.1  
4498,TC06003754.hg.1  
4499,TC06003755.hg.1  
4500,TC06003757.hg.1  
4501,TC06003760.hg.1  
4502,TC06003796.hg.1  
4503,TC06003806.hg.1  
4504,TC06003814.hg.1  
4505,TC06003829.hg.1  
4506,TC06003836.hg.1  
4507,TC06003860.hg.1  
4508,TC06003870.hg.1  
4509,TC06003872.hg.1  
4510,TC06003873.hg.1  
4511,TC06003874.hg.1  
4512,TC06003877.hg.1  
4513,TC06003906.hg.1  
4514,TC06003916.hg.1  
4515,TC06003923.hg.1  
4516,TC06003958.hg.1  
4517,TC06003998.hg.1  
4518,TC06004038.hg.1  
4519,TC06004039.hg.1  
4520,TC06004043.hg.1  
4521,TC06004047.hg.1  
4522,TC06004049.hg.1  
4523,TC06004050.hg.1  
4524,TC06004054.hg.1  
4525,TC06004062.hg.1  
4526,TC06004073.hg.1  
4527,TC06004075.hg.1  
4528,TC06004082.hg.1  
4529,TC06004090.hg.1  
4530,TC06004098.hg.1  
4531,TC06004103.hg.1  
4532,TC06004104.hg.1  
4533,TC06004109.hg.1  
4534,TC06004112.hg.1  
4535,TC06004116.hg.1  
4536,TC06004121.hg.1  
4537,TC06004122.hg.1  
4538,TC06004123.hg.1  
4539,TC06004124.hg.1  
4540,TC06004129.hg.1  
4541,TC06004130.hg.1  
4542,TC06004132.hg.1  
4543,TC06004134.hg.1  
4544,TC06004137.hg.1  
4545,TC06004140.hg.1  
4546,TC06004144.hg.1  
4547,TC06004146.hg.1  
4548,TC06004149.hg.1  
4549,TC06004150.hg.1  
4550,TC07000009.hg.1  
4551,TC07000010.hg.1  
4552,TC07000018.hg.1  
4553,TC07000019.hg.1  
4554,TC07000023.hg.1  
4555,TC07000027.hg.1  
4556,TC07000029.hg.1  
4557,TC07000036.hg.1  
4558,TC07000037.hg.1  
4559,TC07000040.hg.1  
4560,TC07000056.hg.1  
4561,TC07000061.hg.1  
4562,TC07000063.hg.1  
4563,TC07000064.hg.1  
4564,TC07000067.hg.1  
4565,TC07000073.hg.1  
4566,TC07000075.hg.1  
4567,TC07000077.hg.1  
4568,TC07000095.hg.1  
4569,TC07000098.hg.1  
4570,TC07000111.hg.1  
4571,TC07000112.hg.1  
4572,TC07000125.hg.1  
4573,TC07000133.hg.1  
4574,TC07000137.hg.1  
4575,TC07000142.hg.1  
4576,TC07000144.hg.1  
4577,TC07000149.hg.1  
4578,TC07000150.hg.1  
4579,TC07000159.hg.1  
4580,TC07000160.hg.1  
4581,TC07000161.hg.1  
4582,TC07000176.hg.1  
4583,TC07000178.hg.1  
4584,TC07000179.hg.1  
4585,TC07000182.hg.1  
4586,TC07000190.hg.1  
4587,TC07000191.hg.1  
4588,TC07000192.hg.1  
4589,TC07000198.hg.1  
4590,TC07000207.hg.1  
4591,TC07000210.hg.1  
4592,TC07000213.hg.1  
4593,TC07000216.hg.1  
4594,TC07000219.hg.1  
4595,TC07000221.hg.1  
4596,TC07000224.hg.1  
4597,TC07000228.hg.1  
4598,TC07000233.hg.1  
4599,TC07000235.hg.1  
4600,TC07000245.hg.1  
4601,TC07000248.hg.1  
4602,TC07000250.hg.1  
4603,TC07000259.hg.1  
4604,TC07000266.hg.1  
4605,TC07000268.hg.1  
4606,TC07000280.hg.1  
4607,TC07000281.hg.1  
4608,TC07000283.hg.1  
4609,TC07000307.hg.1  
4610,TC07000320.hg.1  
4611,TC07000328.hg.1  
4612,TC07000339.hg.1  
4613,TC07000355.hg.1  
4614,TC07000362.hg.1  
4615,TC07000381.hg.1  
4616,TC07000391.hg.1  
4617,TC07000397.hg.1  
4618,TC07000405.hg.1  
4619,TC07000411.hg.1  
4620,TC07000418.hg.1  
4621,TC07000428.hg.1  
4622,TC07000430.hg.1  
4623,TC07000432.hg.1  
4624,TC07000434.hg.1  
4625,TC07000435.hg.1  
4626,TC07000437.hg.1  
4627,TC07000438.hg.1  
4628,TC07000439.hg.1  
4629,TC07000444.hg.1  
4630,TC07000446.hg.1  
4631,TC07000450.hg.1  
4632,TC07000456.hg.1  
4633,TC07000458.hg.1  
4634,TC07000460.hg.1  
4635,TC07000463.hg.1  
4636,TC07000464.hg.1  
4637,TC07000465.hg.1  
4638,TC07000486.hg.1  
4639,TC07000487.hg.1  
4640,TC07000491.hg.1  
4641,TC07000495.hg.1  
4642,TC07000497.hg.1  
4643,TC07000517.hg.1  
4644,TC07000521.hg.1  
4645,TC07000525.hg.1  
4646,TC07000545.hg.1  
4647,TC07000549.hg.1  
4648,TC07000565.hg.1  
4649,TC07000582.hg.1  
4650,TC07000584.hg.1  
4651,TC07000606.hg.1  
4652,TC07000607.hg.1  
4653,TC07000608.hg.1  
4654,TC07000611.hg.1  
4655,TC07000612.hg.1  
4656,TC07000625.hg.1  
4657,TC07000628.hg.1  
4658,TC07000636.hg.1  
4659,TC07000638.hg.1  
4660,TC07000642.hg.1  
4661,TC07000644.hg.1  
4662,TC07000645.hg.1  
4663,TC07000646.hg.1  
4664,TC07000648.hg.1  
4665,TC07000655.hg.1  
4666,TC07000657.hg.1  
4667,TC07000658.hg.1  
4668,TC07000659.hg.1  
4669,TC07000671.hg.1  
4670,TC07000672.hg.1  
4671,TC07000673.hg.1  
4672,TC07000688.hg.1  
4673,TC07000689.hg.1  
4674,TC07000693.hg.1  
4675,TC07000698.hg.1  
4676,TC07000699.hg.1  
4677,TC07000700.hg.1  
4678,TC07000718.hg.1  
4679,TC07000719.hg.1  
4680,TC07000722.hg.1  
4681,TC07000723.hg.1  
4682,TC07000741.hg.1  
4683,TC07000776.hg.1  
4684,TC07000778.hg.1  
4685,TC07000782.hg.1  
4686,TC07000783.hg.1  
4687,TC07000784.hg.1  
4688,TC07000793.hg.1  
4689,TC07000794.hg.1  
4690,TC07000796.hg.1  
4691,TC07000798.hg.1  
4692,TC07000799.hg.1  
4693,TC07000801.hg.1  
4694,TC07000818.hg.1  
4695,TC07000831.hg.1  
4696,TC07000834.hg.1  
4697,TC07000836.hg.1  
4698,TC07000837.hg.1  
4699,TC07000840.hg.1  
4700,TC07000843.hg.1  
4701,TC07000844.hg.1  
4702,TC07000863.hg.1  
4703,TC07000867.hg.1  
4704,TC07000873.hg.1  
4705,TC07000874.hg.1  
4706,TC07000878.hg.1  
4707,TC07000891.hg.1  
4708,TC07000893.hg.1  
4709,TC07000894.hg.1  
4710,TC07000895.hg.1  
4711,TC07000898.hg.1  
4712,TC07000906.hg.1  
4713,TC07000908.hg.1  
4714,TC07000918.hg.1  
4715,TC07000930.hg.1  
4716,TC07000931.hg.1  
4717,TC07000932.hg.1  
4718,TC07000935.hg.1  
4719,TC07000941.hg.1  
4720,TC07000942.hg.1  
4721,TC07000951.hg.1  
4722,TC07000956.hg.1  
4723,TC07000957.hg.1  
4724,TC07000961.hg.1  
4725,TC07000967.hg.1  
4726,TC07000969.hg.1  
4727,TC07000972.hg.1  
4728,TC07000975.hg.1  
4729,TC07000979.hg.1  
4730,TC07000980.hg.1  
4731,TC07000986.hg.1  
4732,TC07000988.hg.1  
4733,TC07000990.hg.1  
4734,TC07001024.hg.1  
4735,TC07001031.hg.1  
4736,TC07001037.hg.1  
4737,TC07001039.hg.1  
4738,TC07001050.hg.1  
4739,TC07001052.hg.1  
4740,TC07001055.hg.1  
4741,TC07001057.hg.1  
4742,TC07001065.hg.1  
4743,TC07001075.hg.1  
4744,TC07001087.hg.1  
4745,TC07001096.hg.1  
4746,TC07001099.hg.1  
4747,TC07001101.hg.1  
4748,TC07001108.hg.1  
4749,TC07001115.hg.1  
4750,TC07001123.hg.1  
4751,TC07001124.hg.1  
4752,TC07001126.hg.1  
4753,TC07001127.hg.1  
4754,TC07001134.hg.1  
4755,TC07001136.hg.1  
4756,TC07001138.hg.1  
4757,TC07001145.hg.1  
4758,TC07001161.hg.1  
4759,TC07001163.hg.1  
4760,TC07001164.hg.1  
4761,TC07001168.hg.1  
4762,TC07001177.hg.1  
4763,TC07001182.hg.1  
4764,TC07001192.hg.1  
4765,TC07001193.hg.1  
4766,TC07001197.hg.1  
4767,TC07001200.hg.1  
4768,TC07001206.hg.1  
4769,TC07001207.hg.1  
4770,TC07001221.hg.1  
4771,TC07001230.hg.1  
4772,TC07001243.hg.1  
4773,TC07001245.hg.1  
4774,TC07001249.hg.1  
4775,TC07001261.hg.1  
4776,TC07001265.hg.1  
4777,TC07001266.hg.1  
4778,TC07001274.hg.1  
4779,TC07001275.hg.1  
4780,TC07001283.hg.1  
4781,TC07001298.hg.1  
4782,TC07001300.hg.1  
4783,TC07001303.hg.1  
4784,TC07001318.hg.1  
4785,TC07001319.hg.1  
4786,TC07001327.hg.1  
4787,TC07001329.hg.1  
4788,TC07001330.hg.1  
4789,TC07001331.hg.1  
4790,TC07001333.hg.1  
4791,TC07001344.hg.1  
4792,TC07001363.hg.1  
4793,TC07001364.hg.1  
4794,TC07001374.hg.1  
4795,TC07001377.hg.1  
4796,TC07001397.hg.1  
4797,TC07001398.hg.1  
4798,TC07001420.hg.1  
4799,TC07001428.hg.1  
4800,TC07001440.hg.1  
4801,TC07001454.hg.1  
4802,TC07001457.hg.1  
4803,TC07001460.hg.1  
4804,TC07001461.hg.1  
4805,TC07001467.hg.1  
4806,TC07001469.hg.1  
4807,TC07001470.hg.1  
4808,TC07001485.hg.1  
4809,TC07001489.hg.1  
4810,TC07001493.hg.1  
4811,TC07001499.hg.1  
4812,TC07001502.hg.1  
4813,TC07001504.hg.1  
4814,TC07001513.hg.1  
4815,TC07001514.hg.1  
4816,TC07001518.hg.1  
4817,TC07001520.hg.1  
4818,TC07001521.hg.1  
4819,TC07001522.hg.1  
4820,TC07001523.hg.1  
4821,TC07001525.hg.1  
4822,TC07001527.hg.1  
4823,TC07001530.hg.1  
4824,TC07001532.hg.1  
4825,TC07001534.hg.1  
4826,TC07001539.hg.1  
4827,TC07001540.hg.1  
4828,TC07001543.hg.1  
4829,TC07001559.hg.1  
4830,TC07001565.hg.1  
4831,TC07001566.hg.1  
4832,TC07001573.hg.1  
4833,TC07001575.hg.1  
4834,TC07001576.hg.1  
4835,TC07001577.hg.1  
4836,TC07001580.hg.1  
4837,TC07001599.hg.1  
4838,TC07001603.hg.1  
4839,TC07001608.hg.1  
4840,TC07001611.hg.1  
4841,TC07001614.hg.1  
4842,TC07001617.hg.1  
4843,TC07001618.hg.1  
4844,TC07001630.hg.1  
4845,TC07001635.hg.1  
4846,TC07001647.hg.1  
4847,TC07001652.hg.1  
4848,TC07001653.hg.1  
4849,TC07001655.hg.1  
4850,TC07001658.hg.1  
4851,TC07001662.hg.1  
4852,TC07001663.hg.1  
4853,TC07001666.hg.1  
4854,TC07001669.hg.1  
4855,TC07001674.hg.1  
4856,TC07001681.hg.1  
4857,TC07001693.hg.1  
4858,TC07001703.hg.1  
4859,TC07001715.hg.1  
4860,TC07001716.hg.1  
4861,TC07001718.hg.1  
4862,TC07001726.hg.1  
4863,TC07001727.hg.1  
4864,TC07001738.hg.1  
4865,TC07001747.hg.1  
4866,TC07001749.hg.1  
4867,TC07001751.hg.1  
4868,TC07001756.hg.1  
4869,TC07001758.hg.1  
4870,TC07001761.hg.1  
4871,TC07001764.hg.1  
4872,TC07001789.hg.1  
4873,TC07001804.hg.1  
4874,TC07001813.hg.1  
4875,TC07001828.hg.1  
4876,TC07001831.hg.1  
4877,TC07001838.hg.1  
4878,TC07001844.hg.1  
4879,TC07001846.hg.1  
4880,TC07001847.hg.1  
4881,TC07001850.hg.1  
4882,TC07001852.hg.1  
4883,TC07001858.hg.1  
4884,TC07001861.hg.1  
4885,TC07001862.hg.1  
4886,TC07001863.hg.1  
4887,TC07001866.hg.1  
4888,TC07001868.hg.1  
4889,TC07001869.hg.1  
4890,TC07001870.hg.1  
4891,TC07001873.hg.1  
4892,TC07001874.hg.1  
4893,TC07001880.hg.1  
4894,TC07001891.hg.1  
4895,TC07001896.hg.1  
4896,TC07001900.hg.1  
4897,TC07001906.hg.1  
4898,TC07001907.hg.1  
4899,TC07001909.hg.1  
4900,TC07001910.hg.1  
4901,TC07001916.hg.1  
4902,TC07001917.hg.1  
4903,TC07001920.hg.1  
4904,TC07001926.hg.1  
4905,TC07001927.hg.1  
4906,TC07001928.hg.1  
4907,TC07001930.hg.1  
4908,TC07001941.hg.1  
4909,TC07001944.hg.1  
4910,TC07001946.hg.1  
4911,TC07001971.hg.1  
4912,TC07001972.hg.1  
4913,TC07001975.hg.1  
4914,TC07001977.hg.1  
4915,TC07001992.hg.1  
4916,TC07001995.hg.1  
4917,TC07001996.hg.1  
4918,TC07001997.hg.1  
4919,TC07001999.hg.1  
4920,TC07002000.hg.1  
4921,TC07002001.hg.1  
4922,TC07002003.hg.1  
4923,TC07002004.hg.1  
4924,TC07002006.hg.1  
4925,TC07002007.hg.1  
4926,TC07002008.hg.1  
4927,TC07002009.hg.1  
4928,TC07002010.hg.1  
4929,TC07002011.hg.1  
4930,TC07002013.hg.1  
4931,TC07002014.hg.1  
4932,TC07002027.hg.1  
4933,TC07002034.hg.1  
4934,TC07002039.hg.1  
4935,TC07002040.hg.1  
4936,TC07002041.hg.1  
4937,TC07002062.hg.1  
4938,TC07002066.hg.1  
4939,TC07002069.hg.1  
4940,TC07002071.hg.1  
4941,TC07002072.hg.1  
4942,TC07002073.hg.1  
4943,TC07002074.hg.1  
4944,TC07002080.hg.1  
4945,TC07002084.hg.1  
4946,TC07002086.hg.1  
4947,TC07002096.hg.1  
4948,TC07002098.hg.1  
4949,TC07002107.hg.1  
4950,TC07002110.hg.1  
4951,TC07002112.hg.1  
4952,TC07002113.hg.1  
4953,TC07002117.hg.1  
4954,TC07002119.hg.1  
4955,TC07002124.hg.1  
4956,TC07002126.hg.1  
4957,TC07002127.hg.1  
4958,TC07002132.hg.1  
4959,TC07002162.hg.1  
4960,TC07002167.hg.1  
4961,TC07002185.hg.1  
4962,TC07002205.hg.1  
4963,TC07002212.hg.1  
4964,TC07002222.hg.1  
4965,TC07002235.hg.1  
4966,TC07002238.hg.1  
4967,TC07002241.hg.1  
4968,TC07002242.hg.1  
4969,TC07002246.hg.1  
4970,TC07002247.hg.1  
4971,TC07002274.hg.1  
4972,TC07002289.hg.1  
4973,TC07002311.hg.1  
4974,TC07002321.hg.1  
4975,TC07002326.hg.1  
4976,TC07002328.hg.1  
4977,TC07002339.hg.1  
4978,TC07002342.hg.1  
4979,TC07002348.hg.1  
4980,TC07002358.hg.1  
4981,TC07002360.hg.1  
4982,TC07002375.hg.1  
4983,TC07002376.hg.1  
4984,TC07002378.hg.1  
4985,TC07002386.hg.1  
4986,TC07002395.hg.1  
4987,TC07002397.hg.1  
4988,TC07002398.hg.1  
4989,TC07002408.hg.1  
4990,TC07002409.hg.1  
4991,TC07002410.hg.1  
4992,TC07002411.hg.1  
4993,TC07002413.hg.1  
4994,TC07002419.hg.1  
4995,TC07002420.hg.1  
4996,TC07002424.hg.1  
4997,TC07002426.hg.1  
4998,TC07002428.hg.1  
4999,TC07002442.hg.1  
5000,TC07002452.hg.1  
5001,TC07002457.hg.1  
5002,TC07002460.hg.1  
5003,TC07002464.hg.1  
5004,TC07002479.hg.1  
5005,TC07002485.hg.1  
5006,TC07002487.hg.1  
5007,TC07002488.hg.1  
5008,TC07002491.hg.1  
5009,TC07002493.hg.1  
5010,TC07002494.hg.1  
5011,TC07002495.hg.1  
5012,TC07002498.hg.1  
5013,TC07002501.hg.1  
5014,TC07002514.hg.1  
5015,TC07002518.hg.1  
5016,TC07002535.hg.1  
5017,TC07002582.hg.1  
5018,TC07002593.hg.1  
5019,TC07002605.hg.1  
5020,TC07002618.hg.1  
5021,TC07002622.hg.1  
5022,TC07002624.hg.1  
5023,TC07002625.hg.1  
5024,TC07002627.hg.1  
5025,TC07002642.hg.1  
5026,TC07002644.hg.1  
5027,TC07002647.hg.1  
5028,TC07002677.hg.1  
5029,TC07002682.hg.1  
5030,TC07002683.hg.1  
5031,TC07002684.hg.1  
5032,TC07002694.hg.1  
5033,TC07002699.hg.1  
5034,TC07002708.hg.1  
5035,TC07002710.hg.1  
5036,TC07002719.hg.1  
5037,TC07002723.hg.1  
5038,TC07002724.hg.1  
5039,TC07002728.hg.1  
5040,TC07002732.hg.1  
5041,TC07002734.hg.1  
5042,TC07002736.hg.1  
5043,TC07002743.hg.1  
5044,TC07002749.hg.1  
5045,TC07002777.hg.1  
5046,TC07002778.hg.1  
5047,TC07002782.hg.1  
5048,TC07002784.hg.1  
5049,TC07002818.hg.1  
5050,TC07002826.hg.1  
5051,TC07002849.hg.1  
5052,TC07002860.hg.1  
5053,TC07002869.hg.1  
5054,TC07002875.hg.1  
5055,TC07002880.hg.1  
5056,TC07002881.hg.1  
5057,TC07002885.hg.1  
5058,TC07002890.hg.1  
5059,TC07002892.hg.1  
5060,TC07002894.hg.1  
